거래일,품목 및 품명,등급,평균가,전일평균,등락,거래단위,최저가,최고가,전일대비(%),전7일평균,전7일대비(%),시장구분,구분
20210809,메론 머스크,특,17000,0,17000,5 kg상자,17000,17000,0,17978,17000,가락시장,co
20210809,메론 머스크,상,14589,0,14589,5 kg상자,13000,17000,0,15075,14589,가락시장,co
20210809,메론 머스크,보통,10890,0,10890,5 kg상자,9000,13000,0,9827,10890,가락시장,co
20210809,메론 머스크,하,6908,0,6908,5 kg상자,4500,9000,0,6526,6908,가락시장,co
20210809,메론 머스크,특,33417,0,33417,8 kg상자,30000,43000,0,32941,33417,가락시장,co
20210809,메론 머스크,상,27239,0,27239,8 kg상자,24000,30000,0,26526,27239,가락시장,co
20210809,메론 머스크,보통,19261,0,19261,8 kg상자,16000,24000,0,19578,19261,가락시장,co
20210809,메론 머스크,하,13791,0,13791,8 kg상자,8000,16000,0,13014,13791,가락시장,co
20210809,당근,특,24981,0,24981,20 kg상자,24000,25000,0,22282,24981,가락시장,co
20210809,당근,상,21259,0,21259,20 kg상자,19000,24000,0,19146,21259,가락시장,co
20210809,당근,보통,16773,0,16773,20 kg상자,13000,19000,0,14665,16773,가락시장,co
20210809,당근,하,11089,0,11089,20 kg상자,10000,13000,0,9682,11089,가락시장,co
20210809,포도 샤인머스켓,특,43374,0,43374,2 kg상자,39000,45000,0,43892,43374,가락시장,co
20210809,포도 샤인머스켓,상,34032,0,34032,2 kg상자,31000,39000,0,35822,34032,가락시장,co
20210809,포도 샤인머스켓,보통,27449,0,27449,2 kg상자,24000,31000,0,29671,27449,가락시장,co
20210809,포도 샤인머스켓,하,19928,0,19928,2 kg상자,6000,24000,0,20225,19928,가락시장,co
20210809,깻잎,상,20577,0,20577,2 kg상자,18000,22500,0,20669,20577,양곡시장,co
20210809,깻잎,보통,15835,0,15835,2 kg상자,14000,18000,0,17572,15835,양곡시장,co
20210809,깻잎,하,11669,0,11669,2 kg상자,2500,14000,0,10038,11669,양곡시장,co
20210809,깻잎,상,22244,0,22244,3 kg상자,20800,23600,0,26652,22244,양곡시장,co
20210809,깻잎,보통,17750,0,17750,3 kg상자,14700,20800,0,19037,17750,양곡시장,co
20210809,깻잎,하,12369,0,12369,3 kg상자,3000,14700,0,14569,12369,양곡시장,co
20210809,메론 머스크,특,16500,0,16500,8 kg상자,16500,16500,0,16917,16500,양곡시장,co
20210809,메론 머스크,상,16250,0,16250,8 kg상자,16000,16500,0,16309,16250,양곡시장,co
20210809,메론 머스크,보통,15531,0,15531,8 kg상자,14000,16000,0,14334,15531,양곡시장,co
20210809,메론 머스크,하,12140,0,12140,8 kg상자,10000,14000,0,11440,12140,양곡시장,co
20210810,깻잎,상,22237,0,22237,100 속,18000,36000,0,28765,22237,가락시장,co
20210810,깻잎,보통,14812,0,14812,100 속,12500,18000,0,22571,14812,가락시장,co
20210810,깻잎,하,8920,0,8920,100 속,2000,12500,0,14632,8920,가락시장,co
20210810,메론 머스크,특,17000,0,17000,5 kg상자,17000,17000,0,17000,17000,가락시장,co
20210810,메론 머스크,상,14589,0,14589,5 kg상자,13000,17000,0,14589,14589,가락시장,co
20210810,메론 머스크,보통,10890,0,10890,5 kg상자,9000,13000,0,10890,10890,가락시장,co
20210810,메론 머스크,하,6908,0,6908,5 kg상자,4500,9000,0,6908,6908,가락시장,co
20210810,메론 머스크,특,37889,0,37889,8 kg상자,31000,45000,0,32644,37889,가락시장,co
20210810,메론 머스크,상,26185,0,26185,8 kg상자,24000,31000,0,26870,26185,가락시장,co
20210810,메론 머스크,보통,20861,0,20861,8 kg상자,17000,24000,0,19548,20861,가락시장,co
20210810,메론 머스크,하,13072,0,13072,8 kg상자,6500,17000,0,13590,13072,가락시장,co
20210810,당근,특,25000,0,25000,20 kg상자,25000,25000,0,22978,25000,가락시장,co
20210810,당근,상,21963,0,21963,20 kg상자,20000,25000,0,19625,21963,가락시장,co
20210810,당근,보통,16299,0,16299,20 kg상자,11000,20000,0,15064,16299,가락시장,co
20210810,당근,하,9777,0,9777,20 kg상자,5000,11000,0,9685,9777,가락시장,co
20210810,포도 샤인머스켓,특,40590,0,40590,2 kg상자,36000,51000,0,43740,40590,가락시장,co
20210810,포도 샤인머스켓,상,32485,0,32485,2 kg상자,29000,36000,0,35232,32485,가락시장,co
20210810,포도 샤인머스켓,보통,25181,0,25181,2 kg상자,21000,29000,0,29164,25181,가락시장,co
20210810,포도 샤인머스켓,하,16882,0,16882,2 kg상자,5000,21000,0,19959,16882,가락시장,co
20210810,활 방어(자연),대,14947,0,14947,1 kg,4000,17000,0,3504,14947,가락시장,co
20210810,활 방어(자연),중,3313,0,3313,1 kg,2500,4000,0,3500,3313,가락시장,co
20210810,활 방어(자연),소,2179,0,2179,1 kg,2000,2500,0,3383,2179,가락시장,co
20210810,깻잎,상,19500,0,19500,2 kg상자,13000,25000,0,21333,19500,양곡시장,co
20210810,깻잎,보통,12355,0,12355,2 kg상자,12000,13000,0,17693,12355,양곡시장,co
20210810,깻잎,하,10238,0,10238,2 kg상자,8000,12000,0,10504,10238,양곡시장,co
20210810,깻잎,상,17294,0,17294,3 kg상자,16200,19500,0,26347,17294,양곡시장,co
20210810,깻잎,보통,11895,0,11895,3 kg상자,10000,16200,0,18933,11895,양곡시장,co
20210810,깻잎,하,7813,0,7813,3 kg상자,4000,10000,0,14789,7813,양곡시장,co
20210810,메론 머스크,특,16500,0,16500,8 kg상자,16500,16500,0,16833,16500,양곡시장,co
20210810,메론 머스크,상,16250,0,16250,8 kg상자,16000,16500,0,16382,16250,양곡시장,co
20210810,메론 머스크,보통,15531,0,15531,8 kg상자,14000,16000,0,15034,15531,양곡시장,co
20210810,메론 머스크,하,12140,0,12140,8 kg상자,10000,14000,0,12125,12140,양곡시장,co
20210811,깻잎,상,23987,0,23987,100 속,19500,34500,0,28795,23987,가락시장,co
20210811,깻잎,보통,16616,0,16616,100 속,14000,19500,0,22319,16616,가락시장,co
20210811,깻잎,하,10394,0,10394,100 속,2000,14000,0,14372,10394,가락시장,co
20210811,메론 머스크,특,17000,0,17000,5 kg상자,17000,17000,0,17000,17000,가락시장,co
20210811,메론 머스크,상,14589,0,14589,5 kg상자,13000,17000,0,14589,14589,가락시장,co
20210811,메론 머스크,보통,10890,0,10890,5 kg상자,9000,13000,0,10890,10890,가락시장,co
20210811,메론 머스크,하,6908,0,6908,5 kg상자,4500,9000,0,6908,6908,가락시장,co
20210811,메론 머스크,특,36858,0,36858,8 kg상자,32000,46000,0,34015,36858,가락시장,co
20210811,메론 머스크,상,25904,0,25904,8 kg상자,23000,32000,0,26986,25904,가락시장,co
20210811,메론 머스크,보통,19780,0,19780,8 kg상자,17000,23000,0,19845,19780,가락시장,co
20210811,메론 머스크,하,12728,0,12728,8 kg상자,5000,17000,0,13532,12728,가락시장,co
20210811,당근,특,24553,0,24553,20 kg상자,24500,25000,0,23978,24553,가락시장,co
20210811,당근,상,21232,0,21232,20 kg상자,19000,24500,0,20400,21232,가락시장,co
20210811,당근,보통,16936,0,16936,20 kg상자,13000,19000,0,15370,16936,가락시장,co
20210811,당근,하,9487,0,9487,20 kg상자,2500,13000,0,9311,9487,가락시장,co
20210811,포도 샤인머스켓,특,42751,0,42751,2 kg상자,38000,51000,0,43674,42751,가락시장,co
20210811,포도 샤인머스켓,상,33380,0,33380,2 kg상자,30000,38000,0,34791,33380,가락시장,co
20210811,포도 샤인머스켓,보통,26139,0,26139,2 kg상자,22000,30000,0,28415,26139,가락시장,co
20210811,포도 샤인머스켓,하,18963,0,18963,2 kg상자,5000,22000,0,19596,18963,가락시장,co
20210811,활 방어(자연),대,14947,0,14947,1 kg,4000,17000,0,6362,14947,가락시장,co
20210811,활 방어(자연),중,3313,0,3313,1 kg,2500,4000,0,3453,3313,가락시장,co
20210811,활 방어(자연),소,2179,0,2179,1 kg,2000,2500,0,3053,2179,가락시장,co
20210811,깻잎,상,21048,0,21048,2 kg상자,18000,22500,0,21861,21048,양곡시장,co
20210811,깻잎,보통,13100,0,13100,2 kg상자,11000,18000,0,17450,13100,양곡시장,co
20210811,깻잎,하,9498,0,9498,2 kg상자,7200,11000,0,10816,9498,양곡시장,co
20210811,깻잎,상,21182,0,21182,3 kg상자,18800,25000,0,25797,21182,양곡시장,co
20210811,깻잎,보통,12133,0,12133,3 kg상자,9000,18800,0,18294,12133,양곡시장,co
20210811,깻잎,하,7265,0,7265,3 kg상자,2000,9000,0,13883,7265,양곡시장,co
20210811,메론 머스크,특,16500,0,16500,8 kg상자,16500,16500,0,16750,16500,양곡시장,co
20210811,메론 머스크,상,16250,0,16250,8 kg상자,16000,16500,0,16455,16250,양곡시장,co
20210811,메론 머스크,보통,15531,0,15531,8 kg상자,14000,16000,0,15734,15531,양곡시장,co
20210811,메론 머스크,하,12140,0,12140,8 kg상자,10000,14000,0,12809,12140,양곡시장,co
20210812,깻잎,상,26155,0,26155,100 속,23000,36500,0,28461,26155,가락시장,co
20210812,깻잎,보통,20312,0,20312,100 속,17500,23000,0,21842,20312,가락시장,co
20210812,깻잎,하,14061,0,14061,100 속,5000,17500,0,13887,14061,가락시장,co
20210812,메론 머스크,특,17000,0,17000,5 kg상자,17000,17000,0,17000,17000,가락시장,co
20210812,메론 머스크,상,14589,0,14589,5 kg상자,13000,17000,0,14589,14589,가락시장,co
20210812,메론 머스크,보통,10890,0,10890,5 kg상자,9000,13000,0,10890,10890,가락시장,co
20210812,메론 머스크,하,6908,0,6908,5 kg상자,4500,9000,0,6908,6908,가락시장,co
20210812,메론 머스크,특,42126,0,42126,8 kg상자,40000,43000,0,35171,42126,가락시장,co
20210812,메론 머스크,상,31258,0,31258,8 kg상자,27000,40000,0,27158,31258,가락시장,co
20210812,메론 머스크,보통,22706,0,22706,8 kg상자,19000,27000,0,19978,22706,가락시장,co
20210812,메론 머스크,하,14594,0,14594,8 kg상자,8000,19000,0,13233,14594,가락시장,co
20210812,당근,특,24449,0,24449,20 kg상자,24000,24500,0,24404,24449,가락시장,co
20210812,당근,상,21416,0,21416,20 kg상자,20000,24000,0,20873,21416,가락시장,co
20210812,당근,보통,15766,0,15766,20 kg상자,11000,20000,0,15990,15766,가락시장,co
20210812,당근,하,6506,0,6506,20 kg상자,4000,11000,0,9514,6506,가락시장,co
20210812,포도 샤인머스켓,특,41413,0,41413,2 kg상자,38000,45000,0,43398,41413,가락시장,co
20210812,포도 샤인머스켓,상,33445,0,33445,2 kg상자,30000,38000,0,34422,33445,가락시장,co
20210812,포도 샤인머스켓,보통,27774,0,27774,2 kg상자,24000,30000,0,27907,27774,가락시장,co
20210812,포도 샤인머스켓,하,20678,0,20678,2 kg상자,10000,24000,0,20100,20678,가락시장,co
20210812,활 방어(자연),대,14947,0,14947,1 kg,4000,17000,0,9224,14947,가락시장,co
20210812,활 방어(자연),중,3313,0,3313,1 kg,2500,4000,0,3407,3313,가락시장,co
20210812,활 방어(자연),소,2179,0,2179,1 kg,2000,2500,0,2762,2179,가락시장,co
20210812,깻잎,상,21125,0,21125,2 kg상자,20000,22000,0,22720,21125,양곡시장,co
20210812,깻잎,보통,13652,0,13652,2 kg상자,10000,20000,0,17344,13652,양곡시장,co
20210812,깻잎,하,8681,0,8681,2 kg상자,7600,10000,0,11353,8681,양곡시장,co
20210812,깻잎,상,22649,0,22649,3 kg상자,19500,24000,0,26065,22649,양곡시장,co
20210812,깻잎,보통,14483,0,14483,3 kg상자,11000,19500,0,17609,14483,양곡시장,co
20210812,깻잎,하,9738,0,9738,3 kg상자,3000,11000,0,12772,9738,양곡시장,co
20210812,메론 머스크,특,24000,0,24000,8 kg상자,24000,24000,0,16500,24000,양곡시장,co
20210812,메론 머스크,상,23211,0,23211,8 kg상자,20000,24000,0,16250,23211,양곡시장,co
20210812,메론 머스크,보통,19668,0,19668,8 kg상자,19500,20000,0,15531,19668,양곡시장,co
20210812,메론 머스크,하,19500,0,19500,8 kg상자,19500,19500,0,12140,19500,양곡시장,co
20210813,깻잎,상,33149,0,33149,100 속,30500,42500,0,27486,33149,가락시장,co
20210813,깻잎,보통,27495,0,27495,100 속,25000,30500,0,20750,27495,가락시장,co
20210813,깻잎,하,19432,0,19432,100 속,3800,25000,0,13330,19432,가락시장,co
20210813,메론 머스크,특,17000,0,17000,5 kg상자,17000,17000,0,17000,17000,가락시장,co
20210813,메론 머스크,상,14589,0,14589,5 kg상자,13000,17000,0,14589,14589,가락시장,co
20210813,메론 머스크,보통,10890,0,10890,5 kg상자,9000,13000,0,10890,10890,가락시장,co
20210813,메론 머스크,하,6908,0,6908,5 kg상자,4500,9000,0,6908,6908,가락시장,co
20210813,메론 머스크,특,36873,0,36873,8 kg상자,35000,43000,0,37006,36873,가락시장,co
20210813,메론 머스크,상,27263,0,27263,8 kg상자,24000,35000,0,28230,27263,가락시장,co
20210813,메론 머스크,보통,20540,0,20540,8 kg상자,18000,24000,0,20602,20540,가락시장,co
20210813,메론 머스크,하,13835,0,13835,8 kg상자,6000,18000,0,13231,13835,가락시장,co
20210813,당근,특,25607,0,25607,20 kg상자,25500,26000,0,24397,25607,가락시장,co
20210813,당근,상,23639,0,23639,20 kg상자,22000,25500,0,21256,23639,가락시장,co
20210813,당근,보통,18715,0,18715,20 kg상자,13000,22000,0,16160,18715,가락시장,co
20210813,당근,하,9865,0,9865,20 kg상자,5000,13000,0,9298,9865,가락시장,co
20210813,포도 샤인머스켓,특,36721,0,36721,2 kg상자,35000,40000,0,42884,36721,가락시장,co
20210813,포도 샤인머스켓,상,31110,0,31110,2 kg상자,28000,35000,0,33933,31110,가락시장,co
20210813,포도 샤인머스켓,보통,26460,0,26460,2 kg상자,24000,28000,0,27347,26460,가락시장,co
20210813,포도 샤인머스켓,하,20410,0,20410,2 kg상자,8000,24000,0,19731,20410,가락시장,co
20210813,활 방어(자연),대,14947,0,14947,1 kg,4000,17000,0,12085,14947,가락시장,co
20210813,활 방어(자연),중,3313,0,3313,1 kg,2500,4000,0,3360,3313,가락시장,co
20210813,활 방어(자연),소,2179,0,2179,1 kg,2000,2500,0,2470,2179,가락시장,co
20210813,깻잎,상,26045,0,26045,2 kg상자,25000,27000,0,22285,26045,양곡시장,co
20210813,깻잎,보통,22385,0,22385,2 kg상자,18500,25000,0,16316,22385,양곡시장,co
20210813,깻잎,하,10457,0,10457,2 kg상자,5000,18500,0,11432,10457,양곡시장,co
20210813,깻잎,상,29139,0,29139,3 kg상자,26600,32500,0,25441,29139,양곡시장,co
20210813,깻잎,보통,24462,0,24462,3 kg상자,23000,26600,0,16676,24462,양곡시장,co
20210813,깻잎,하,18298,0,18298,3 kg상자,3000,23000,0,11729,18298,양곡시장,co
20210813,메론 머스크,특,24500,0,24500,8 kg상자,24500,24500,0,17750,24500,양곡시장,co
20210813,메론 머스크,상,24500,0,24500,8 kg상자,24500,24500,0,17410,24500,양곡시장,co
20210813,메론 머스크,보통,23138,0,23138,8 kg상자,22500,24500,0,16221,23138,양곡시장,co
20210813,메론 머스크,하,20071,0,20071,8 kg상자,14000,22500,0,13367,20071,양곡시장,co
20210814,깻잎,상,36723,0,36723,100 속,33500,49500,0,26153,36723,가락시장,co
20210814,깻잎,보통,30240,0,30240,100 속,26500,33500,0,19434,30240,가락시장,co
20210814,깻잎,하,21237,0,21237,100 속,2000,26500,0,12721,21237,가락시장,co
20210814,메론 머스크,특,17000,0,17000,5 kg상자,17000,17000,0,17000,17000,가락시장,co
20210814,메론 머스크,상,14589,0,14589,5 kg상자,13000,17000,0,14589,14589,가락시장,co
20210814,메론 머스크,보통,10890,0,10890,5 kg상자,9000,13000,0,10890,10890,가락시장,co
20210814,메론 머스크,하,6908,0,6908,5 kg상자,4500,9000,0,6908,6908,가락시장,co
20210814,메론 머스크,특,35769,0,35769,8 kg상자,34000,42000,0,37433,35769,가락시장,co
20210814,메론 머스크,상,28383,0,28383,8 kg상자,25000,34000,0,27570,28383,가락시장,co
20210814,메론 머스크,보통,20938,0,20938,8 kg상자,18000,25000,0,20630,20938,가락시장,co
20210814,메론 머스크,하,15605,0,15605,8 kg상자,10000,18000,0,13604,15605,가락시장,co
20210814,당근,특,25607,0,25607,20 kg상자,25500,26000,0,24918,25607,가락시장,co
20210814,당근,상,23639,0,23639,20 kg상자,22000,25500,0,21902,23639,가락시장,co
20210814,당근,보통,18715,0,18715,20 kg상자,13000,22000,0,16898,18715,가락시장,co
20210814,당근,하,9865,0,9865,20 kg상자,5000,13000,0,9345,9865,가락시장,co
20210814,포도 샤인머스켓,특,34982,0,34982,2 kg상자,33000,38000,0,40970,34982,가락시장,co
20210814,포도 샤인머스켓,상,29890,0,29890,2 kg상자,28000,33000,0,32890,29890,가락시장,co
20210814,포도 샤인머스켓,보통,24870,0,24870,2 kg상자,20000,28000,0,26601,24870,가락시장,co
20210814,포도 샤인머스켓,하,17139,0,17139,2 kg상자,8000,20000,0,19372,17139,가락시장,co
20210814,활 방어(자연),대,18000,0,18000,1 kg,18000,18000,0,14947,18000,가락시장,co
20210814,활 방어(자연),중,17760,0,17760,1 kg,17300,18000,0,3313,17760,가락시장,co
20210814,활 방어(자연),소,14090,0,14090,1 kg,11200,17300,0,2179,14090,가락시장,co
20210814,깻잎,상,20462,0,20462,2 kg상자,19500,21000,0,21438,20462,양곡시장,co
20210814,깻잎,보통,18500,0,18500,2 kg상자,18000,19500,0,15288,18500,양곡시장,co
20210814,깻잎,하,14853,0,14853,2 kg상자,10000,18000,0,9994,14853,양곡시장,co
20210814,깻잎,상,26379,0,26379,3 kg상자,25000,27600,0,24524,26379,양곡시장,co
20210814,깻잎,보통,24689,0,24689,3 kg상자,23600,25000,0,17104,24689,양곡시장,co
20210814,깻잎,하,21096,0,21096,3 kg상자,4000,23600,0,12013,21096,양곡시장,co
20210814,메론 머스크,특,24000,0,24000,8 kg상자,24000,24000,0,19083,24000,양곡시장,co
20210814,메론 머스크,상,23771,0,23771,8 kg상자,23000,24000,0,18785,23771,양곡시장,co
20210814,메론 머스크,보통,21719,0,21719,8 kg상자,20500,23000,0,17488,21719,양곡시장,co
20210814,메론 머스크,하,18883,0,18883,8 kg상자,15000,20500,0,14689,18883,양곡시장,co
20210816,깻잎,상,30323,0,30323,100 속,25500,42500,0,27915,30323,가락시장,co
20210816,깻잎,보통,21220,0,21220,100 속,18500,25500,0,21235,21220,가락시장,co
20210816,깻잎,하,14723,0,14723,100 속,4000,18500,0,14140,14723,가락시장,co
20210816,메론 머스크,특,17000,0,17000,5 kg상자,17000,17000,0,17000,17000,가락시장,co
20210816,메론 머스크,상,14589,0,14589,5 kg상자,13000,17000,0,14589,14589,가락시장,co
20210816,메론 머스크,보통,10890,0,10890,5 kg상자,9000,13000,0,10890,10890,가락시장,co
20210816,메론 머스크,하,6908,0,6908,5 kg상자,4500,9000,0,6908,6908,가락시장,co
20210816,메론 머스크,특,35769,0,35769,8 kg상자,34000,42000,0,37155,35769,가락시장,co
20210816,메론 머스크,상,28383,0,28383,8 kg상자,25000,34000,0,27705,28383,가락시장,co
20210816,메론 머스크,보통,20938,0,20938,8 kg상자,18000,25000,0,20681,20938,가락시장,co
20210816,메론 머스크,하,15605,0,15605,8 kg상자,10000,18000,0,13938,15605,가락시장,co
20210816,당근,특,26500,0,26500,20 kg상자,26500,26500,0,25033,26500,가락시장,co
20210816,당근,상,25879,0,25879,20 kg상자,24000,26500,0,22191,25879,가락시장,co
20210816,당근,보통,21932,0,21932,20 kg상자,20000,24000,0,17201,21932,가락시장,co
20210816,당근,하,15942,0,15942,20 kg상자,12000,20000,0,9432,15942,가락시장,co
20210816,포도 샤인머스켓,특,34982,0,34982,2 kg상자,33000,38000,0,39972,34982,가락시장,co
20210816,포도 샤인머스켓,상,29890,0,29890,2 kg상자,28000,33000,0,32390,29890,가락시장,co
20210816,포도 샤인머스켓,보통,24870,0,24870,2 kg상자,20000,28000,0,26312,24870,가락시장,co
20210816,포도 샤인머스켓,하,17139,0,17139,2 kg상자,8000,20000,0,19000,17139,가락시장,co
20210816,활 방어(자연),대,18000,0,18000,1 kg,18000,18000,0,15558,18000,가락시장,co
20210816,활 방어(자연),중,17760,0,17760,1 kg,17300,18000,0,6202,17760,가락시장,co
20210816,활 방어(자연),소,14090,0,14090,1 kg,11200,17300,0,4561,14090,가락시장,co
20210816,깻잎,상,19371,0,19371,2 kg상자,19000,21000,0,21460,19371,양곡시장,co
20210816,깻잎,보통,18284,0,18284,2 kg상자,17000,19000,0,15971,18284,양곡시장,co
20210816,깻잎,하,13339,0,13339,2 kg상자,9500,17000,0,10899,13339,양곡시장,co
20210816,깻잎,상,24658,0,24658,3 kg상자,22800,28500,0,23148,24658,양곡시장,co
20210816,깻잎,보통,19067,0,19067,3 kg상자,16800,22800,0,17569,19067,양곡시장,co
20210816,깻잎,하,15212,0,15212,3 kg상자,3000,16800,0,12763,15212,양곡시장,co
20210816,메론 머스크,특,24000,0,24000,8 kg상자,24000,24000,0,20333,24000,양곡시장,co
20210816,메론 머스크,상,24000,0,24000,8 kg상자,24000,24000,0,20039,24000,양곡시장,co
20210816,메론 머스크,보통,22207,0,22207,8 kg상자,21500,24000,0,18520,22207,양곡시장,co
20210816,메론 머스크,하,20480,0,20480,8 kg상자,15000,21500,0,15812,20480,양곡시장,co
20210817,깻잎,상,32762,0,32762,100 속,29500,41500,0,28762,32762,가락시장,co
20210817,깻잎,보통,26629,0,26629,100 속,23500,29500,0,21783,26629,가락시장,co
20210817,깻잎,하,16993,0,16993,100 속,2000,23500,0,14795,16993,가락시장,co
20210817,메론 머스크,특,33670,0,33670,8 kg상자,32000,36000,0,38093,33670,가락시장,co
20210817,메론 머스크,상,26153,0,26153,8 kg상자,23000,32000,0,27911,26153,가락시장,co
20210817,메론 머스크,보통,20200,0,20200,8 kg상자,18000,23000,0,21066,20200,가락시장,co
20210817,메론 머스크,하,14773,0,14773,8 kg상자,9000,18000,0,14323,14773,가락시장,co
20210817,당근,특,28239,0,28239,20 kg상자,26000,29000,0,25286,28239,가락시장,co
20210817,당근,상,24032,0,24032,20 kg상자,22000,26000,0,22817,24032,가락시장,co
20210817,당근,보통,19226,0,19226,20 kg상자,15000,22000,0,17753,19226,가락시장,co
20210817,당근,하,11281,0,11281,20 kg상자,6000,15000,0,9315,11281,가락시장,co
20210817,포도 샤인머스켓,특,36293,0,36293,2 kg상자,35000,38000,0,38987,36293,가락시장,co
20210817,포도 샤인머스켓,상,31585,0,31585,2 kg상자,30000,35000,0,32055,31585,가락시장,co
20210817,포도 샤인머스켓,보통,26971,0,26971,2 kg상자,24500,30000,0,26270,26971,가락시장,co
20210817,포도 샤인머스켓,하,21536,0,21536,2 kg상자,12000,24500,0,19113,21536,가락시장,co
20210817,활 방어(자연),대,18000,0,18000,1 kg,18000,18000,0,14208,18000,가락시장,co
20210817,활 방어(자연),중,17760,0,17760,1 kg,17300,18000,0,5795,17760,가락시장,co
20210817,활 방어(자연),소,14090,0,14090,1 kg,11200,17300,0,4266,14090,가락시장,co
20210817,깻잎,상,21951,0,21951,2 kg상자,21000,22500,0,21259,21951,양곡시장,co
20210817,깻잎,보통,18463,0,18463,2 kg상자,16000,21000,0,16379,18463,양곡시장,co
20210817,깻잎,하,12268,0,12268,2 kg상자,8800,16000,0,11178,12268,양곡시장,co
20210817,깻잎,상,26112,0,26112,3 kg상자,21000,29000,0,23550,26112,양곡시장,co
20210817,깻잎,보통,19308,0,19308,3 kg상자,17500,21000,0,17788,19308,양곡시장,co
20210817,깻잎,하,14467,0,14467,3 kg상자,4000,17500,0,13237,14467,양곡시장,co
20210817,메론 머스크,특,24000,0,24000,8 kg상자,24000,24000,0,21583,24000,양곡시장,co
20210817,메론 머스크,상,24000,0,24000,8 kg상자,24000,24000,0,21330,24000,양곡시장,co
20210817,메론 머스크,보통,22207,0,22207,8 kg상자,21500,24000,0,19632,22207,양곡시장,co
20210817,메론 머스크,하,20480,0,20480,8 kg상자,15000,21500,0,17202,20480,양곡시장,co
20210818,깻잎,상,33939,0,33939,100 속,31500,38000,0,30517,33939,가락시장,co
20210818,깻잎,보통,27375,0,27375,100 속,23500,31500,0,23752,27375,가락시장,co
20210818,깻잎,하,18007,0,18007,100 속,4500,23500,0,16140,18007,가락시장,co
20210818,메론 머스크,특,35364,0,35364,8 kg상자,33000,44000,0,37390,35364,가락시장,co
20210818,메론 머스크,상,26802,0,26802,8 kg상자,24000,33000,0,27906,26802,가락시장,co
20210818,메론 머스크,보통,20755,0,20755,8 kg상자,18000,24000,0,20956,20755,가락시장,co
20210818,메론 머스크,하,15310,0,15310,8 kg상자,9000,18000,0,14607,15310,가락시장,co
20210818,당근,특,29000,0,29000,20 kg상자,29000,29000,0,25826,29000,가락시장,co
20210818,당근,상,25359,0,25359,20 kg상자,24000,29000,0,23162,25359,가락시장,co
20210818,당근,보통,21217,0,21217,20 kg상자,16000,24000,0,18241,21217,가락시장,co
20210818,당근,하,14417,0,14417,20 kg상자,10000,16000,0,9566,14417,가락시장,co
20210818,포도 샤인머스켓,특,35527,0,35527,2 kg상자,34000,38000,0,38270,35527,가락시장,co
20210818,포도 샤인머스켓,상,29853,0,29853,2 kg상자,28000,34000,0,31905,29853,가락시장,co
20210818,포도 샤인머스켓,보통,25637,0,25637,2 kg상자,22000,28000,0,26568,25637,가락시장,co
20210818,포도 샤인머스켓,하,18490,0,18490,2 kg상자,11000,22000,0,19889,18490,가락시장,co
20210818,활 방어(자연),대,18000,0,18000,1 kg,18000,18000,0,14717,18000,가락시장,co
20210818,활 방어(자연),중,17760,0,17760,1 kg,17300,18000,0,8203,17760,가락시장,co
20210818,활 방어(자연),소,14090,0,14090,1 kg,11200,17300,0,6251,14090,가락시장,co
20210818,깻잎,상,18788,0,18788,2 kg상자,18500,19000,0,21667,18788,양곡시장,co
20210818,깻잎,보통,17298,0,17298,2 kg상자,16000,18500,0,17397,17298,양곡시장,co
20210818,깻잎,하,13150,0,13150,2 kg상자,10000,16000,0,11516,13150,양곡시장,co
20210818,깻잎,상,31849,0,31849,3 kg상자,30000,33000,0,25020,31849,양곡시장,co
20210818,깻잎,보통,23107,0,23107,3 kg상자,20000,30000,0,19024,23107,양곡시장,co
20210818,깻잎,하,17925,0,17925,3 kg상자,3000,20000,0,14346,17925,양곡시장,co
20210818,메론 머스크,특,23000,0,23000,8 kg상자,23000,23000,0,22833,23000,양곡시장,co
20210818,메론 머스크,상,22317,0,22317,8 kg상자,22000,23000,0,22622,22317,양곡시장,co
20210818,메론 머스크,보통,20973,0,20973,8 kg상자,20500,22000,0,20745,20973,양곡시장,co
20210818,메론 머스크,하,18512,0,18512,8 kg상자,16000,20500,0,18592,18512,양곡시장,co
20210819,깻잎,상,34061,0,34061,100 속,31500,41000,0,32175,34061,가락시장,co
20210819,깻잎,보통,28177,0,28177,100 속,24500,31500,0,25545,28177,가락시장,co
20210819,깻잎,하,18340,0,18340,100 속,7500,24500,0,17409,18340,가락시장,co
20210819,메론 머스크,특,36227,0,36227,8 kg상자,31000,45000,0,37141,36227,가락시장,co
20210819,메론 머스크,상,26487,0,26487,8 kg상자,23000,31000,0,28055,26487,가락시장,co
20210819,메론 머스크,보통,19589,0,19589,8 kg상자,16000,23000,0,21119,19589,가락시장,co
20210819,메론 머스크,하,13769,0,13769,8 kg상자,9000,16000,0,15037,13769,가락시장,co
20210819,당근,특,30000,0,30000,20 kg상자,30000,30000,0,26567,30000,가락시장,co
20210819,당근,상,27277,0,27277,20 kg상자,24500,30000,0,23849,27277,가락시장,co
20210819,당근,보통,23986,0,23986,20 kg상자,23000,24500,0,18955,23986,가락시장,co
20210819,당근,하,19033,0,19033,20 kg상자,15000,23000,0,10388,19033,가락시장,co
20210819,포도 샤인머스켓,특,34221,0,34221,2 kg상자,32000,36000,0,37066,34221,가락시장,co
